1.675000000000000100e-02 4.461683000000000447e+02
5.025000000000000300e-02 4.476077999999999975e+02
8.375000000000000500e-02 4.484236000000000786e+02
1.172500000000000070e-01 4.481489000000000260e+02
1.507499999999999951e-01 4.470601000000000340e+02
1.842500000000000249e-01 4.461787000000000489e+02
2.177499999999999991e-01 4.460554000000000769e+02
2.512500000000000289e-01 4.467029999999999745e+02
2.847500000000000031e-01 4.477038000000000011e+02
3.182499999999999774e-01 1.486068999999999960e+02
3.517500000000000071e-01 1.498521000000000072e+02
3.852500000000000369e-01 4.497076000000000704e+02
4.187500000000000111e-01 1.519910000000000423e+02
4.522499999999999853e-01 1.530330000000000155e+02
4.857500000000000151e-01 1.536867000000000303e+02
5.192500000000001004e-01 1.540357999999999947e+02
5.527500000000000746e-01 1.542196000000000140e+02
5.862500000000000488e-01 1.542135000000000105e+02
6.197500000000000231e-01 1.537539000000000442e+02
6.532500000000001084e-01 1.527798999999999978e+02
6.867500000000000826e-01 1.517238000000000397e+02
7.202500000000000568e-01 1.511534000000000333e+02
7.537500000000001421e-01 1.513550000000000182e+02
7.872500000000001164e-01 1.520433000000000447e+02
8.207500000000000906e-01 1.532958000000000425e+02
8.542500000000000648e-01 1.538276000000000181e+02
8.877500000000000391e-01 4.517971000000000004e+02
9.212500000000001243e-01 4.516086999999999989e+02
9.547500000000000986e-01 4.514398999999999660e+02
9.882500000000000728e-01 4.512078999999999951e+02
1.021750000000000158e+00 4.508028000000000475e+02
1.055250000000000021e+00 4.503066999999999780e+02
1.088750000000000107e+00 4.497839999999999918e+02
1.122250000000000192e+00 4.492815000000000509e+02
1.155750000000000055e+00 4.487858999999999696e+02
1.189250000000000140e+00 4.484732000000000198e+02
1.222750000000000004e+00 4.483550999999999931e+02
1.256250000000000089e+00 1.712277000000000271e+02
1.289750000000000174e+00 1.728672000000000253e+02
1.323250000000000037e+00 4.471770999999999958e+02
1.356750000000000123e+00 4.463564000000000078e+02
1.390250000000000208e+00 4.455346000000000686e+02
1.423750000000000071e+00 4.448619999999999663e+02
1.457250000000000156e+00 4.443473000000000184e+02
1.490750000000000242e+00 1.872631000000000085e+02
1.524250000000000105e+00 1.904709000000000287e+02
1.557750000000000190e+00 1.936684000000000196e+02
1.591250000000000053e+00 1.965486999999999966e+02
1.624750000000000139e+00 1.991666000000000167e+02
1.658250000000000224e+00 2.016297000000000139e+02
1.691750000000000087e+00 2.041804999999999950e+02
1.725250000000000172e+00 2.066587000000000103e+02
1.758750000000000036e+00 2.087551000000000272e+02
1.792250000000000121e+00 2.101854000000000156e+02
1.825750000000000206e+00 4.345787000000000262e+02
1.859250000000000069e+00 4.331739999999999782e+02
1.892750000000000155e+00 4.321377999999999702e+02
1.926250000000000240e+00 4.313639000000000578e+02
1.959750000000000103e+00 4.306058000000000447e+02
1.993250000000000188e+00 4.297951000000000477e+02
2.026750000000000274e+00 2.320189000000000306e+02
2.060250000000000359e+00 2.340467000000000439e+02
2.093750000000000000e+00 4.253604000000000269e+02
2.127250000000000085e+00 4.235935000000000628e+02
2.160750000000000171e+00 4.218843000000000529e+02
2.194250000000000256e+00 4.205491000000000668e+02
2.227750000000000341e+00 4.196009999999999991e+02
2.261249999999999982e+00 2.488709000000000060e+02
2.294750000000000068e+00 2.518793000000000575e+02
2.328250000000000153e+00 4.161869000000000369e+02
2.361750000000000238e+00 4.150231999999999744e+02
2.395250000000000323e+00 2.612810000000000628e+02
2.428749999999999964e+00 2.634744000000000597e+02
2.462250000000000050e+00 2.648555999999999813e+02
2.495750000000000135e+00 2.662106999999999744e+02
2.529250000000000220e+00 2.684819999999999709e+02
2.562750000000000306e+00 2.715994000000000597e+02
2.596250000000000391e+00 2.747712000000000216e+02
2.629750000000000032e+00 4.005373000000000729e+02
2.663250000000000117e+00 3.997521000000000413e+02
2.696750000000000203e+00 3.986298000000000457e+02
2.730250000000000288e+00 3.964642999999999802e+02
2.763750000000000373e+00 3.928582999999999856e+02
2.797250000000000014e+00 3.887685000000000173e+02
2.830750000000000099e+00 3.865189000000000306e+02
2.864250000000000185e+00 3.863241000000000440e+02
2.897750000000000270e+00 3.856299000000000206e+02
2.931250000000000355e+00 3.834708000000000538e+02
2.964750000000000441e+00 3.777327000000000226e+02
2.998250000000000082e+00 3.169447999999999865e+02
3.031750000000000167e+00 3.201977000000000544e+02
3.065250000000000252e+00 3.250484999999999900e+02
3.098750000000000338e+00 3.363553000000000566e+02
3.132250000000000423e+00 3.595760000000000218e+02
3.165750000000000064e+00 3.626648999999999887e+02
3.199250000000000149e+00 3.573315000000000055e+02
3.232750000000000234e+00 3.450357999999999947e+02
3.266250000000000320e+00 3.357294000000000551e+02
3.299750000000000405e+00 3.320400000000000773e+02
3.333250000000000046e+00 3.309445000000000618e+02
3.366750000000000131e+00 3.311046000000000049e+02
3.400250000000000217e+00 3.316226000000000340e+02
3.433750000000000302e+00 3.319536000000000513e+02
3.467250000000000387e+00 3.321493000000000393e+02
3.500750000000000028e+00 3.328614000000000033e+02
3.534250000000000114e+00 3.349923000000000002e+02
3.567750000000000199e+00 3.392752000000000407e+02
3.601250000000000284e+00 3.456189000000000533e+02
3.634750000000000369e+00 3.521938999999999851e+02
3.668250000000000455e+00 3.564997000000000753e+02
3.701750000000000096e+00 3.576718000000000757e+02
3.735250000000000181e+00 3.562196999999999889e+02
3.768750000000000266e+00 3.534233000000000402e+02
3.802250000000000352e+00 3.510328000000000657e+02
3.835750000000000437e+00 3.503838000000000648e+02
3.869250000000000078e+00 3.517028999999999996e+02
3.902750000000000163e+00 3.542042999999999893e+02
3.936250000000000249e+00 3.566923000000000457e+02
3.969750000000000334e+00 3.582712000000000216e+02
4.003250000000000419e+00 3.586671000000000049e+02
4.036750000000000504e+00 3.580778999999999996e+02
4.070250000000000590e+00 3.569346000000000458e+02
4.103750000000000675e+00 3.556181000000000267e+02
4.137249999999999872e+00 3.542898999999999887e+02
4.170749999999999957e+00 3.528648000000000593e+02
4.204250000000000043e+00 3.512059000000000424e+02
4.237750000000000128e+00 3.493346000000000231e+02
4.271250000000000213e+00 3.475353000000000065e+02
4.304750000000000298e+00 3.462627999999999702e+02
4.338250000000000384e+00 3.459125000000000227e+02
4.371750000000000469e+00 3.466497000000000526e+02
4.405250000000000554e+00 3.483064000000000533e+02
4.438750000000000639e+00 3.504452999999999747e+02
4.472250000000000725e+00 3.525144000000000233e+02
4.505749999999999922e+00 3.540815000000000055e+02
4.539250000000000007e+00 3.549469000000000278e+02
4.572750000000000092e+00 3.551060999999999694e+02
4.606250000000000178e+00 3.546295000000000073e+02
4.639750000000000263e+00 3.535805000000000291e+02
4.673250000000000348e+00 3.519913000000000238e+02
4.706750000000000433e+00 3.499510000000000218e+02
4.740250000000000519e+00 3.476693999999999960e+02
4.773750000000000604e+00 3.455353000000000065e+02
4.807250000000000689e+00 3.440163000000000011e+02
4.840749999999999886e+00 3.434746000000000095e+02
4.874249999999999972e+00 3.440571999999999662e+02
4.907750000000000057e+00 3.456302000000000589e+02
4.941250000000000142e+00 3.478178000000000338e+02
4.974750000000000227e+00 3.500891000000000304e+02
5.008250000000000313e+00 3.519630000000000791e+02
5.041750000000000398e+00 3.531738000000000284e+02
5.075250000000000483e+00 3.537140000000000555e+02
5.108750000000000568e+00 3.537378999999999678e+02
5.142250000000000654e+00 3.534264000000000578e+02
5.175750000000000739e+00 3.528972999999999729e+02
5.209249999999999936e+00 3.522194000000000642e+02
5.242750000000000021e+00 3.514795000000000300e+02
5.276250000000000107e+00 3.508234999999999673e+02
5.309750000000000192e+00 3.504900999999999840e+02
5.343250000000000277e+00 3.507000000000000455e+02
5.376750000000000362e+00 3.514737000000000080e+02
5.410250000000000448e+00 3.525529999999999973e+02
5.443750000000000533e+00 3.534780000000000655e+02
5.477250000000000618e+00 3.538885999999999967e+02
