1.675000000000000100e-02 1.027777000000000385e+02
5.025000000000000300e-02 1.032835000000000036e+02
8.375000000000000500e-02 1.038792000000000257e+02
1.172500000000000070e-01 1.059472000000000094e+02
1.507499999999999951e-01 1.091273000000000479e+02
1.842500000000000249e-01 1.119804000000000315e+02
2.177499999999999991e-01 1.133882000000000403e+02
2.512500000000000289e-01 1.136036000000000286e+02
2.847500000000000031e-01 1.135599000000000274e+02
3.182499999999999774e-01 1.135108000000000175e+02
3.517500000000000071e-01 1.132569000000000301e+02
3.852500000000000369e-01 1.132149000000000001e+02
4.187500000000000111e-01 1.140631000000000199e+02
4.522499999999999853e-01 1.156738000000000284e+02
4.857500000000000151e-01 1.174072000000000457e+02
5.192500000000001004e-01 1.189136000000000308e+02
5.527500000000000746e-01 1.200911000000000399e+02
5.862500000000000488e-01 1.208215000000000146e+02
6.197500000000000231e-01 1.210546000000000504e+02
6.532500000000001084e-01 1.208995000000000459e+02
6.867500000000000826e-01 1.205176000000000158e+02
7.202500000000000568e-01 1.200554000000000201e+02
7.537500000000001421e-01 1.196883000000000266e+02
7.872500000000001164e-01 1.195735000000000241e+02
8.207500000000000906e-01 1.196235000000000355e+02
8.542500000000000648e-01 1.196133000000000379e+02
8.877500000000000391e-01 1.195961000000000354e+02
9.212500000000001243e-01 1.198253000000000270e+02
9.547500000000000986e-01 1.202332000000000107e+02
9.882500000000000728e-01 1.205347000000000435e+02
1.021750000000000158e+00 1.208050000000000068e+02
1.055250000000000021e+00 1.214575000000000387e+02
1.088750000000000107e+00 1.225982000000000198e+02
1.122250000000000192e+00 1.237134000000000356e+02
1.155750000000000055e+00 1.241544000000000096e+02
1.189250000000000140e+00 1.239002000000000407e+02
1.222750000000000004e+00 1.235151000000000181e+02
1.256250000000000089e+00 1.233249000000000137e+02
1.289750000000000174e+00 1.232429999999999950e+02
1.323250000000000037e+00 1.233858000000000175e+02
1.356750000000000123e+00 1.239399999999999977e+02
1.390250000000000208e+00 1.245130000000000337e+02
1.423750000000000071e+00 1.245672000000000139e+02
1.457250000000000156e+00 1.242027000000000498e+02
1.490750000000000242e+00 1.238564000000000078e+02
1.524250000000000105e+00 1.237317000000000462e+02
1.557750000000000190e+00 1.238609000000000151e+02
1.591250000000000053e+00 1.241956000000000131e+02
1.624750000000000139e+00 1.244986000000000104e+02
1.658250000000000224e+00 1.245437000000000012e+02
1.691750000000000087e+00 1.244322000000000230e+02
1.725250000000000172e+00 1.244430000000000405e+02
1.758750000000000036e+00 1.245973000000000184e+02
1.792250000000000121e+00 1.246884000000000015e+02
1.825750000000000206e+00 1.247449000000000296e+02
1.859250000000000069e+00 1.249507000000000403e+02
1.892750000000000155e+00 1.251110000000000468e+02
1.926250000000000240e+00 1.247970000000000255e+02
1.959750000000000103e+00 1.240760999999999967e+02
1.993250000000000188e+00 1.235165000000000077e+02
2.026750000000000274e+00 1.234094000000000051e+02
2.060250000000000359e+00 1.235753000000000270e+02
2.093750000000000000e+00 1.238897000000000048e+02
2.127250000000000085e+00 1.243018000000000143e+02
2.160750000000000171e+00 1.244960000000000377e+02
2.194250000000000256e+00 1.242716000000000349e+02
2.227750000000000341e+00 1.239231000000000336e+02
2.261249999999999982e+00 1.236918000000000006e+02
2.294750000000000068e+00 1.234356999999999971e+02
2.328250000000000153e+00 1.231927000000000021e+02
2.361750000000000238e+00 1.232712999999999965e+02
2.395250000000000323e+00 1.235757000000000403e+02
2.428749999999999964e+00 1.236492000000000075e+02
2.462250000000000050e+00 1.234412000000000376e+02
2.495750000000000135e+00 1.233663999999999987e+02
2.529250000000000220e+00 1.236542000000000030e+02
2.562750000000000306e+00 1.240615999999999985e+02
2.596250000000000391e+00 1.242596000000000345e+02
